(0, 104, 212),
(0, 104, 213),
(0, 7, 214),
(100, 49, 215),
(100, 26, 216),
(0, 105, 217),
(100, 39, 218),
(200, 71, 219),
(80, 15, 220),
(0, 111, 221),
(0, 0, 222),
(100, 30, 223),
(0, 102, 224),
(0, 109, 225),
(0, 0, 226),
(150, 0, 227),
(0, 0, 228),
(200, 51, 229),
(800, 114, 230),
(100, 112, 231),
(100, 41, 232),
(100, 41, 233),
(100, 102, 234),
(30, 35, 235),
(60, 45, 236),
(30, 102, 237),
(0, 104, 238),
(0, 109, 239),
(100, 72, 240),
(100, 102, 241),
(100, 39, 242),
(0, 123, 243),
(100, 102, 244),
(0, 104, 245),
(0, 72, 246),
(50, 15, 247),
(150, 51, 248),
(200, 51, 249),
(150, 41, 250),
(1000, 112, 251),
(150, 102, 252),
(600, 102, 253),
(300, 120, 254),
(0, 104, 255),
(0, 0, 256),
(0, 104, 257),
(250, 102, 258),
(150, 102, 259),
(150, 102, 260),
(100, 62, 261),
(75, 75, 262),
(200, 72, 263),
(0, 110, 264),
(150, 57, 265),
(0, 109, 266),
(500, 87, 267),
(0, 122, 268),
(0, 110, 269),
(0, 83, 270),
(0, 122, 271),
(0, 65, 271),
(250, 72, 272),
(250, 102, 273),
(0, 110, 274),
(800, 119, 275),
(400, 112, 276),
(0, 122, 277),
(50, 21, 278),
(0, 110, 279),
(120, 102, 280),
(200, 102, 281),
(0, 122, 282),
(0, 0, 283),
(600, 113, 284),
(0, 0, 285),
(140, 102, 286),
(0, 122, 287),
(900, 112, 288),
(533, 87, 289),
(100, 102, 290),
(2000, 87, 291),
(850, 61, 292),
(0, 123, 293),
(500, 72, 294),
(200, 62, 295),
(300, 102, 296),
(0, 122, 297),
(300, 102, 298),
(150, 102, 299),
(300, 15, 300),
(0, 65, 301),
(0, 122, 302),
(0, 123, 303),
(400, 72, 304),
(200, 9, 305),
(0, 122, 306),
(350, 54, 307),
(500, 102, 308),
(0, 110, 309),
(200, 89, 310),
(100, 102, 311),
(120, 0, 312),
(20, 26, 313),
(0, 110, 314),
(120, 102, 315),
(100, 102, 316),
(0, 0, 317),
(150, 102, 318),
(0, 60, 319),
(150, 102, 320),
(150, 9, 321),
(100, 102, 322),
(250, 41, 323),
(90, 102, 324),
(0, 60, 325),
(100, 102, 326),
(150, 102, 327),
(350, 41, 328),
(500, 5, 329),
(0, 109, 330),
(0, 0, 331),
(900, 24, 332),
(150, 102, 333),
(120, 45, 334),
(200, 87, 335),
(0, 60, 336),
(100, 102, 337),
(150, 57, 338),
(0, 0, 339),
(0, 0, 340),
(0, 122, 341),
(500, 121, 341),
(100, 15, 342),
(100, 9, 343),
(100, 22, 344),
(100, 24, 345),
(150, 2, 346),
(80, 26, 347),
(150, 102, 348),
(150, 21, 349),
(100, 39, 350),
(480, 81, 350),
(0, 0, 351),
(250, 51, 352),
(150, 62, 353),
(150, 15, 354),
(100, 37, 355),
(1600, 84, 355),
(0, 106, 356),
(0, 103, 357),
(0, 0, 358),
(0, 0, 359),
(500, 51, 360),
(100, 56, 361),
(50, 26, 362),
(150, 102, 363),
(100, 39, 364),
(150, 102, 365),
(0, 65, 366),
(200, 102, 366),
(150, 39, 367),
(300, 51, 368),
(0, 76, 368),
(100, 102, 369),
(600, 81, 370),
(100, 102, 371),
(0, 0, 372),
(120, 102, 373),
(0, 103, 374),
(150, 102, 375),
(0, 105, 376),
(50, 102, 377),
(150, 102, 378),
(250, 22, 379),
(2259, 87, 380),
(400, 51, 381),
(0, 110, 382),
(250, 57, 383),
(120, 22, 384),
(120, 26, 385),
(125, 102, 386),
(0, 0, 387),
(100, 62, 388),
(50, 39, 389),
(330, 102, 390),
(500, 39, 391),
(120, 102, 392),
(0, 110, 393),
(200, 30, 394),
(150, 20, 395),
(80, 15, 396),
(150, 35, 397),
(30, 35, 398),
(50, 26, 399),
(180, 57, 400),
(150, 102, 401),
(150, 102, 402),
(50, 24, 403),
(100, 102, 404),
(150, 30, 405),
(200, 102, 406),
(100, 22, 407),
(150, 102, 408),
(250, 89, 409),
(50, 41, 410),
(0, 0, 411),
(120, 51, 412),
(0, 0, 413),
(150, 9, 414),
(100, 51, 415),
(70, 22, 416),
(300, 51, 417),
(166, 39, 418),
(0, 0, 419),
(170, 102, 420),
(120, 102, 421),
(0, 0, 422),
(200, 102, 423),
(350, 102, 424),
(120, 102, 425),
(120, 102, 426),
(150, 26, 427),
(150, 9, 428),
(50, 102, 429),
(150, 57, 430),
(200, 53, 431),
(120, 102, 432),
(120, 102, 433),
(0, 110, 434),
(150, 2, 435),
(100, 56, 436),
(1200, 97, 437),
(0, 0, 438),
(0, 105, 439),
(100, 34, 440),
(150, 35, 441),
(100, 102, 442),
(100, 102, 443),
(200, 102, 444),
(0, 111, 445),
(200, 86, 446),
(300, 102, 447),
(0, 109, 448),
(100, 120, 449),
(200, 69, 450),
(0, 0, 451),
(200, 86, 452),
(100, 15, 453),
(100, 120, 454),
(100, 2, 455),
(0, 66, 456),
(150, 51, 457),
(0, 123, 458),
(80, 102, 459),
(0, 15, 460),
(0, 15, 461),
(100, 56, 462),
(344, 62, 463),
(0, 111, 464),
(0, 109, 465),
(100, 2, 466),
(200, 22, 467),
(0, 0, 468),
(100, 2, 469),
(80, 45, 470),
(200, 86, 471),
(100, 91, 472),
(0, 0, 473),
(0, 0, 474),
(50, 5, 475),
(0, 0, 476),
(200, 102, 477),
(100, 91, 478),
(100, 57, 479),
(200, 90, 480),
(100, 15, 481),
(200, 51, 482),
(100, 15, 483),
(250, 87, 483),
(50, 56, 484),
(100, 15, 485),
(0, 76, 485),
(50, 39, 486),
(150, 102, 487),
(100, 5, 488),
(150, 120, 489),
(100, 15, 490),
(150, 120, 491),
(200, 58, 492),
(100, 15, 493),
(300, 91, 494),
(0, 123, 495),
(100, 39, 496),
(0, 0, 497),
(0, 123, 498),
(0, 110, 499),
(100, 102, 500),
(50, 56, 501),
(150, 22, 502),
(140, 15, 503),
(288, 87, 504),
(100, 89, 504),
(150, 15, 505),
(150, 89, 506),
(100, 89, 507),
(50, 26, 508),
(150, 7, 509),
(100, 102, 510),
(100, 89, 511),
(100, 5, 512),
(150, 37, 513),
(250, 5, 514),
(100, 102, 515),
(150, 102, 516),
(100, 41, 517),
(150, 72, 518),
(0, 123, 519),
(200, 89, 519),
(0, 122, 520),
(120, 64, 520),
(100, 54, 521),
(100, 91, 522),
(150, 57, 523),
(50, 0, 524),
(150, 39, 525),
(0, 0, 526),
(50, 102, 527),
(100, 2, 528),
(50, 2, 529),
(50, 2, 530),
(0, 110, 531),
(50, 2, 532),
(150, 2, 533),
(0, 15, 534),
(100, 51, 535),
(50, 35, 536),
(50, 15, 537),
(100, 57, 538),
(50, 90, 539),
(100, 120, 540),
(100, 39, 541),
(50, 46, 542),
(150, 56, 543),
(100, 102, 544),
(100, 51, 545),
(0, 0, 546),
(100, 102, 547),
(50, 115, 548),
(200, 90, 549),
(0, 123, 550),
(0, 104, 551),
(400, 90, 551),
(150, 7, 552),
(50, 41, 553),
(0, 102, 554),
(50, 41, 555),
(150, 57, 556),
(0, 110, 557),
(150, 102, 558),
(0, 109, 559),
(150, 102, 560),
(0, 109, 561),
(100, 69, 562),
(0, 111, 563),
(150, 39, 564),
(50, 0, 565),
(0, 123, 566),
(100, 2, 567),
(100, 2, 568),
(50, 69, 569),
(60, 2, 570),
(50, 99, 571),
(150, 102, 572),
(150, 90, 573),
(100, 2, 574),
(80, 120, 575),
(100, 69, 576),
(100, 102, 577),
(100, 2, 578),
(100, 57, 579),
(200, 86, 580),
(0, 110, 581),
(200, 90, 582),
(0, 0, 583),
(200, 2, 584),
(100, 2, 585),
(0, 90, 586),
(100, 102, 586),
(100, 58, 587),
(100, 58, 588),
(60, 102, 589),
(0, 123, 590),
(50, 58, 591),
(0, 51, 592),
(50, 1, 593),
(50, 69, 594),
(100, 89, 595),
(100, 120, 596),
(100, 2, 597),
(200, 2, 598),
(120, 102, 599),
(100, 69, 600),
(80, 102, 601),
(150, 102, 602),
(100, 102, 603),
(100, 0, 604),
(50, 102, 605),
(0, 109, 606),
(50, 99, 607),
(50, 35, 608),
(50, 56, 609),
(0, 123, 610),
(200, 89, 610),
(80, 56, 611),
(50, 7, 612),
(0, 102, 613),
(100, 102, 614),
(200, 89, 615),
(200, 89, 615),
(60, 2, 616),
(0, 0, 617),
(150, 58, 618),
(100, 39, 619),
(150, 102, 620),
(50, 56, 621),
(0, 103, 622),
(100, 69, 623),
(200, 90, 624),
(50, 2, 625),
(150, 39, 626),
(100, 120, 627),
(0, 0, 628),
(100, 2, 629),
(0, 7, 630),
(200, 91, 631),
(50, 2, 632),
(200, 102, 633),
(150, 15, 634),
(150, 15, 635),
(50, 5, 636),
(100, 57, 637),
(0, 15, 638),
(100, 102, 639),
(30, 56, 640),
(0, 0, 641),
(60, 102, 642),
(50, 56, 643),
(60, 2, 644),
(100, 102, 645),
(0, 0, 646),
(50, 39, 647),
(50, 7, 648),
(0, 109, 649),
(60, 120, 650),
(150, 102, 651),
(100, 120, 652),
(0, 66, 653),
(80, 37, 654),
(60, 35, 655),
(80, 2, 656),
(60, 69, 657),
(50, 56, 658),
(520, 61, 659),
(0, 122, 660),
(200, 2, 661),
(0, 65, 662),
(0, 0, 663),
(300, 42, 664),
(0, 0, 665),
(150, 43, 666),
(500, 102, 667),
(0, 0, 668),
(0, 0, 669),
(0, 79, 670),
(0, 106, 671),
(150, 102, 672),
(100, 51, 673),
(450, 72, 674),
(100, 2, 675),
(0, 0, 676),
(400, 119, 677),
(500, 64, 678),
(50, 102, 679),
(150, 5, 680),
(250, 41, 681),
(600, 72, 682),
(0, 110, 683),
(100, 69, 684),
(200, 120, 685),
(0, 0, 686),
(0, 109, 687),
(150, 102, 688),
(80, 2, 689),
(0, 102, 690),
(100, 3, 691),
(0, 0, 692),
(150, 15, 693),
(600, 102, 694),
(100, 51, 695),
(150, 102, 696),
(1000, 82, 697),
(100, 102, 698),
(200, 90, 699),
(80, 39, 700),
(400, 61, 701),
(0, 0, 702),
(100, 21, 703),
(100, 2, 704),
(200, 7, 705),
(300, 54, 706),
(100, 75, 707),
(100, 120, 708),
(100, 102, 709),
(1200, 97, 709),
(0, 110, 710),
(100, 39, 711),
(110, 120, 712),
(0, 39, 713),
(50, 39, 714),
(0, 15, 715),
(0, 0, 716),
(200, 15, 717),
(200, 90, 718),
(100, 57, 719),
(50, 15, 720),
(0, 123, 721),
(150, 0, 721),
(100, 21, 722),
(400, 119, 723),
(100, 102, 724),
(0, 103, 725),
(100, 57, 726),
(100, 102, 727),
(50, 26, 728),
(500, 102, 729),
(150, 15, 730),
(100, 102, 731),
(100, 5, 732),
(150, 15, 733),
(100, 102, 734),
(100, 43, 735),
(0, 0, 736),
(100, 102, 737),
(50, 7, 738),
(0, 0, 739),
(100, 43, 740),
(0, 0, 741),
(150, 102, 742),
(300, 119, 743),
(0, 109, 744),
(50, 115, 745),
(0, 0, 746),
(0, 109, 747),
(0, 102, 748),
(100, 57, 749),
(100, 102, 750),
(0, 26, 751),
(100, 102, 752),
(50, 7, 753),
(50, 39, 754),
(100, 2, 755),
(100, 102, 756),
(80, 102, 757),
(100, 56, 758),
(75, 45, 759),
(50, 56, 760),
(50, 45, 761),
(100, 62, 762),
(100, 102, 763),
(100, 39, 764),
(100, 102, 765),
(100, 29, 766),
(0, 0, 767),
(100, 0, 768),
(100, 120, 769),
(100, 57, 770),
(0, 110, 771),
(100, 102, 772),
(100, 102, 773),
(100, 102, 774),
(50, 15, 775),
(150, 52, 776),
(0, 15, 777),
(50, 7, 778),
(200, 90, 779),
(0, 0, 780),
(100, 56, 781),
(0, 110, 782),
(100, 62, 783),
(0, 109, 784),
(110, 58, 785),
(220, 26, 786),
(0, 88, 787),
(0, 39, 788),
(300, 73, 789),
(50, 26, 790),
(300, 26, 791),
(0, 119, 792),
(0, 123, 793),
(220, 123, 794),
(0, 66, 795),
(100, 5, 796),
(0, 0, 797),
(100, 2, 798),
(100, 5, 799),
(0, 102, 800),
(0, 72, 801),
(0, 0, 802),
(400, 2, 803),
(300, 7, 804),
(0, 66, 805),
(300, 0, 806),
(0, 123, 807),
(0, 123, 808),
(200, 102, 809),
(0, 110, 810),
(0, 0, 811),
(100, 119, 812),
(100, 5, 813),
(0, 0, 814),
(0, 109, 815),
(100, 51, 816),
(300, 61, 817),
(0, 109, 818),
(100, 39, 819),
(0, 0, 820),
(100, 0, 821),
(100, 37, 822),
(300, 23, 823),
(300, 47, 824),
(100, 101, 825),
(300, 51, 826),
(300, 51, 827),
(0, 106, 828),
(300, 119, 829),
(0, 106, 830),
(0, 106, 831),
(250, 51, 832),
(300, 51, 833),
(300, 51, 834),
(200, 38, 835),
(250, 51, 836),
(350, 51, 837),
(600, 55, 838),
(250, 47, 839),
(100, 38, 840),
(150, 23, 841),
(250, 51, 842),
(300, 58, 843),
(300, 58, 844),
(300, 99, 845),
(100, 101, 846),
(300, 51, 847),
(200, 51, 848),
(200, 55, 849),
(300, 54, 850),
(100, 101, 851),
(0, 106, 852),
(150, 101, 853),
(120, 51, 854),
(100, 102, 855),
(100, 102, 856),
(120, 51, 857),
(120, 1, 858),
(150, 1, 859),
(100, 26, 860),
(100, 26, 861),
(120, 47, 862),
(0, 106, 863),
(80, 102, 864),
(100, 102, 865),
(150, 1, 866),
(150, 30, 867),
(150, 4, 868),
(120, 1, 869),
(150, 32, 870),
(0, 106, 871),
(120, 47, 872),
(120, 1, 873),
(250, 51, 874),
(200, 51, 875),
(150, 25, 876),
(150, 47, 877),
(100, 16, 878),
(200, 28, 879),
(150, 47, 880),
(120, 1, 881),
(0, 106, 882),
(150, 47, 883),
(400, 51, 884),
(250, 4, 885),
(250, 51, 886),
(150, 51, 887),
(0, 106, 888),
(200, 51, 889),
(250, 38, 890),
(150, 51, 891),
(80, 101, 892),
(300, 98, 893),
(150, 1, 894),
(50, 26, 895),
(100, 11, 896),
(200, 28, 897),
(120, 28, 898),
(0, 111, 899),
(100, 102, 900),
(120, 4, 901),
(150, 51, 902),
(350, 51, 903),
(250, 52, 904),
(350, 17, 905),
(100, 28, 906),
(50, 26, 907),
(200, 17, 908),
(200, 28, 909),
(100, 26, 910),
(100, 0, 911),
(3000, 119, 912),
(250, 119, 913),
(200, 102, 914),
(500, 51, 915),
(350, 26, 916),
(1200, 28, 917),
(150, 0, 918),
(450, 52, 919),
(300, 52, 920),
(400, 119, 921),
(500, 26, 922),
(250, 51, 923),
(0, 26, 924),
(120, 115, 925),
(250, 25, 926),
(600, 67, 927),
(200, 99, 928),
(250, 51, 929),
(100, 99, 930),
(0, 110, 931),
(250, 6, 932),
(500, 51, 933),
(300, 51, 934),
(0, 110, 935),
(150, 102, 936),
(100, 26, 937),
(100, 26, 938),
(300, 4, 939),
(250, 98, 940),
(150, 11, 941),
(400, 38, 942),
(250, 47, 943),
(120, 26, 944),
(0, 105, 945),
(500, 67, 946),
(150, 102, 947),
(300, 27, 948),
(250, 38, 949),
(500, 67, 950),
(120, 99, 951),
(500, 4, 952),
(200, 25, 953),
(200, 98, 954),
(100, 102, 955),
(600, 26, 956),
(200, 98, 957),
(200, 57, 958),
(100, 99, 959),
(100, 99, 960),
(200, 1, 961),
(150, 99, 962),
(200, 51, 963),
(300, 51, 964),
(100, 102, 965),
(200, 47, 966),
(150, 47, 967),
(700, 25, 968),
(200, 98, 969),
(150, 40, 970),
(150, 57, 971),
(0, 106, 972),
(200, 51, 973),
(120, 99, 974),
(0, 0, 975),
(250, 98, 976),
(100, 112, 977),
(100, 99, 978),
(250, 27, 979),
(150, 4, 980),
(150, 4, 981),
(200, 55, 982),
(0, 108, 983),
(500, 16, 984),
(150, 99, 985),
(0, 110, 986),
(200, 102, 987),
(100, 51, 988),
(0, 55, 989),
(100, 27, 990),
(100, 17, 991),
(250, 14, 992),
(350, 25, 993),
(200, 26, 994),
(150, 99, 995),
(100, 56, 996),
(250, 52, 997),
(400, 55, 998),
(200, 102, 999),
(150, 99, 1000),
(100, 99, 1001),
(500, 51, 1002),
(0, 0, 1003),
(200, 27, 1004),
(1500, 70, 1005),
(500, 38, 1006),
(500, 26, 1007),
(100, 99, 1008),
(350, 51, 1009),
(350, 51, 1010),
(150, 12, 1011),
(120, 102, 1012),
(3000, 0, 1013),
(100, 99, 1014),
(250, 8, 1015),
(250, 98, 1016),
(100, 99, 1017),
(200, 59, 1018),
(300, 26, 1019),
(150, 99, 1020),
(250, 8, 1021),
(200, 51, 1022),
(600, 57, 1023),
(600, 38, 1024),
(200, 98, 1025),
(1000, 26, 1026),
(0, 110, 1027),
(450, 51, 1028),
(200, 26, 1029),
(800, 18, 1030),
(350, 26, 1031),
(200, 27, 1032),
(0, 110, 1033),
(200, 102, 1034),
(150, 12, 1035),
(250, 47, 1036),
(150, 11, 1037),
(100, 26, 1038),
(800, 112, 1039),
(250, 4, 1040),
(150, 102, 1041),
(150, 2, 1042),
(200, 26, 1043),
(200, 8, 1044),
(600, 119, 1045),
(650, 4, 1046),
(150, 99, 1047),
(150, 99, 1048),
(800, 51, 1049),
(0, 107, 1050),
(1500, 70, 1051),
(300, 26, 1052),
(550, 38, 1053),
(0, 0, 1054),
(100, 26, 1055),
(0, 107, 1056),
(0, 107, 1057),
(500, 38, 1058),
(350, 67, 1059),
(300, 26, 1060),
(100, 45, 1061),
(200, 26, 1062),
(200, 26, 1063),
(120, 99, 1064),
(0, 107, 1065),
(0, 107, 1066),
(0, 107, 1067),
(300, 51, 1068),
(600, 55, 1069),
(0, 110, 1070),
(250, 25, 1071),
(500, 13, 1072),
(300, 51, 1073),
(100, 102, 1074),
(250, 19, 1075),
(150, 99, 1076),
(800, 26, 1077),
(400, 28, 1078),
(300, 47, 1079),
(0, 110, 1080),
(0, 104, 1081),
(150, 102, 1082),
(1000, 118, 1083),
(150, 26, 1084),
(0, 104, 1085),
(250, 26, 1086),
(200, 26, 1087),
(150, 101, 1088),
(350, 26, 1089),
(250, 13, 1090),
(0, 38, 1091),
(900, 119, 1091),
(312, 100, 1091),
(200, 26, 1092),
(300, 38, 1093),
(1000, 4, 1094),
(9000, 118, 1095),
(350, 26, 1096),
(200, 37, 1097),
(8000, 119, 1098),
(1000, 118, 1099),
(800, 113, 1100),
(0, 107, 1101),
(600, 4, 1102),
(100, 99, 1103),
(100, 102, 1104),
(12500, 118, 1105),
(80, 102, 1106),
(400, 26, 1107),
(150, 102, 1108),
(100, 26, 1109),
(350, 26, 1110),
(120, 99, 1111),
(120, 99, 1112),
(0, 0, 1113),
(120, 26, 1114),
(120, 55, 1115),
(250, 10, 1116),
(250, 10, 1117),
(400, 119, 1118),
(900, 26, 1119),
(100, 26, 1120),
(4000, 118, 1121),
(0, 0, 1122),
(0, 107, 1123),
(0, 109, 1124),
(900, 26, 1125),
(500, 67, 1126),
(600, 27, 1127),
(600, 47, 1128),
(150, 99, 1129),
(120, 56, 1130),
(100, 11, 1131),
(300, 4, 1132),
(150, 99, 1133),
(150, 26, 1134),
(150, 99, 1135),
(150, 57, 1136),
(0, 0, 1137),
(150, 4, 1138),
(150, 11, 1139),
(250, 26, 1140),
(130, 25, 1141),
(150, 0, 1142),
(100, 26, 1143),
(1300, 26, 1144),
(800, 55, 1145),
(1000, 26, 1146),
(0, 67, 1147),
(300, 44, 1147),
(500, 51, 1148),
(600, 51, 1149),
(400, 26, 1150),
(120, 26, 1151),
(300, 26, 1152),
(100, 55, 1153),
(400, 36, 1154),
(1000, 26, 1155),
(200, 26, 1156),
(100, 26, 1157),
(4500, 26, 1158),
(150, 26, 1159),
(300, 25, 1160),
(200, 26, 1161),
(0, 67, 1162),
(0, 107, 1163),
(200, 26, 1164),
(1000, 119, 1165),
(3500, 67, 1166),
(0, 26, 1167),
(800, 4, 1168),
(120, 115, 1169),
(300, 4, 1170),
(200, 26, 1171),
(200, 26, 1172),
(100, 99, 1173),
(150, 26, 1174),
(200, 19, 1175),
(150, 26, 1176),
(300, 67, 1177),
(300, 26, 1178),
(150, 26, 1179),
(200, 38, 1180),
(400, 0, 1181),
(1500, 4, 1182),
(400, 4, 1183),
(110, 26, 1184),
(300, 44, 1185),
(1500, 119, 1186),
(450, 51, 1187),
(450, 18, 1188),
(150, 4, 1189),
(300, 67, 1190),
(300, 67, 1191),
(800, 26, 1192),
(450, 51, 1193),
(500, 10, 1194),
(300, 44, 1195),
(500, 72, 1196),
(150, 11, 1197),
(300, 44, 1198),
(120, 4, 1199),
(120, 12, 1200),
(250, 10, 1201),
(100, 59, 1202),
(100, 26, 1203),
(100, 102, 1204),
(150, 33, 1205),
(300, 26, 1206),
(650, 26, 1207),
(400, 13, 1208),
(100, 27, 1209),
(250, 26, 1210),
(0, 123, 1211),
(0, 123, 1212),
(0, 123, 1213),
(100, 99, 1214),
(100, 99, 1215),
(200, 23, 1216),
(200, 23, 1217),
(200, 23, 1218),
(120, 12, 1219),
(250, 28, 1220),
(300, 1, 1221),
(150, 124, 1222),
(104, 99, 1223),
(150, 58, 1224),
(400, 47, 1225),
(300, 28, 1226),
(100, 102, 1227),
(100, 102, 1228),
(200, 67, 1229),
(100, 102, 1230),
(200, 37, 1231),
(350, 47, 1232),
(120, 99, 1233),
(200, 102, 1234),
(0, 103, 1235),
(150, 1, 1236),
(300, 47, 1237),
(150, 26, 1238),
(100, 102, 1239),
(150, 26, 1240),
(650, 26, 1241),
(150, 51, 1242),
(150, 99, 1243),
(200, 26, 1244),
(0, 103, 1245),
(120, 99, 1246),
(500, 47, 1247),
(300, 23, 1248),
(120, 26, 1249),
(120, 102, 1250),
(120, 10, 1251),
(120, 99, 1252),
(250, 98, 1253),
(0, 123, 1254),
(0, 102, 1255),
(150, 57, 1256),
(120, 99, 1257),
(100, 58, 1258),
(120, 99, 1259),
(150, 58, 1260),
(250, 98, 1261),
(180, 58, 1262),
(400, 47, 1263),
(350, 38, 1264),
(150, 102, 1265),
(100, 102, 1266),
(500, 47, 1267),
(150, 0, 1268),
(350, 1, 1269),
(450, 98, 1270),
(550, 47, 1271),
(350, 58, 1272),
(400, 26, 1273),
(500, 59, 1274),
(1250, 47, 1275),
(350, 28, 1276),
(350, 1, 1277),
(350, 23, 1278),
(350, 58, 1279),
(350, 1, 1280),
(150, 102, 1281),
(350, 58, 1282),
(0, 111, 1283),
(500, 58, 1284),
(500, 57, 1285),
(450, 6, 1286),
(650, 58, 1287),
(750, 58, 1288),
(550, 58, 1289),
(250, 101, 1290),
(250, 101, 1291),
(0, 0, 1292),
(200, 102, 1293),
(250, 101, 1294),
(120, 102, 1295),
(150, 55, 1296),
(250, 101, 1297),
(200, 102, 1298),
(200, 101, 1299),
(400, 1, 1300),
(350, 101, 1301),
(150, 101, 1302),
(600, 4, 1303),
(150, 101, 1304),
(550, 28, 1305),
(650, 28, 1306),
(500, 28, 1307),
(150, 102, 1308),
(250, 101, 1309),
(1200, 47, 1310),
(550, 1, 1311),
(650, 58, 1312),
(350, 1, 1313),
(350, 1, 1314),
(500, 67, 1315),
(550, 1, 1316),
(400, 1, 1317),
(350, 1, 1318),
(120, 102, 1319),
(450, 51, 1320),
(300, 1, 1321),
(350, 0, 1322),
(150, 115, 1323),
(350, 1, 1324),
(120, 0, 1325),
